"ORG_UNIT_ID","ORG_UNIT_LVL","TRNST_NUM","ORG_UNIT_NM","CITY","CLS_DT","OPN_DT","PH_NUM","POSTAL_ZIP_CD","PROV_STATE","STRT_ADDR","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17578848,,"32953",EQUITY ACCOUNTED INVESTMENTS                      ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"K. CARKNER, FINANCE-40 KING ST. W., 9TH FL",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576000,,"01685",BARBADOS GAAP                                     ,BRIDGETOWN        ,,,                                        ,       ,BARBADOS          ,"BRIDGETOWN, BARBADOS                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
85909021,,"05685",SERVICIOS CORPORATIVOS                            ,SANTIAGO          ,,,                                        ,       ,UNITED STATES     ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579626,Transit        ,"78246",BATHURST AND TESTON                               ,MAPLE             ,,,                                        ,L6A 4S9,ONTARIO           ,"815 TESTON ROAD                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575426,,"46136",NATIONAL TRUST COMPANY - ELIM - HISTORY           ,******************,,,                                        ,       ,******************,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
76409017,,"75853","2566047 ONTARIO INC.                              ",TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 10TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578668,,"73403",SM 340 - TROIS-RIVIERES                           ,TROIS-RIVIERES    ,,,                                        ,G9A 6E6,QUEBEC            ,"1500 RUE ROYALE, BUREAU 350               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575543,Transit        ,"10124",BLACKS HARBOUR                                    ,BLACK'S HARBOUR   ,,,                                        ,E5H 1E5,NEW BRUNSWICK     ,"873 MAIN STREET                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196842,,"85944",PAY MOD EXPENSES                                  ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,                                          ,2021-08-07-01.06.06.000000,2023-12-07-21.15.31.000000
17577062,,"60665","HIGHGATE, JAMAICA                                 ",ST MARY           ,,,                                        ,       ,JAMAICA           ,MAIN ST PO BOX 9                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576597,Transit        ,"70128","BEECHY, SASK.                                     ",BEECHY            ,,,                                        ,S0L 0C0,SASKATCHEWAN      ,P.O. BOX 250                              ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575216,Transit        ,"92270","MT NORTH VANCOUVER, B. C.                         ",NORTH VANCOUVER   ,,,                                        ,V7M 2J3,BRITISH COLUMBIA  ,"1524 LONSDALE AVENUE                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577939,,"53876","MT ROYNAT SCARBOROUGH,ONT.,DISTRICT OFFICE        ",SCARBOROUGH       ,,,                                        ,M1B 3V4,ONTARIO           ,"METRO E CORP CTR, 305 MILNER AVE,SUITE 308",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575075,,"58529",BANK OF AMERICA                                   ,******************,,,                                        ,"212 03 ",******************,P. O. BOX 987                             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578442,Transit        ,"80788",CORPORATE PENSIONS                                ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
78005037,,"78972",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575137,Transit        ,"90258","13TH & BROAD STREET, REGINA, SASK.                ",REGINA            ,,,                                        ,S4P 0V3,SASKATCHEWAN      ,"1800-13TH AVENUE                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575850,,"03285",GRENADA CAF - REPORTING                           ,                  ,,,                                        ,       ,GRENADA           ,                                          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
35382000,,"95323",BNS NY - EQUITY DERIVATIVES - ADJUSTMENT          ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
65745023,,"48538","IB S&S, PRODUCTS & MRKTING-EXEC                   ",TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576245,,"82255",SBPR LAGUNA GARDENS BRANCH                        ,SAN JUAN          ,,,                                        ,"00936  ",PUERTO RICO       ,P.O. BOX 362230                           ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576462,Transit        ,"90316","RUSSELL, ONT.                                     ",RUSSELL           ,,,                                        ,K4R 1C9,ONTARIO           ,"1116 CONCESSION STREET, P.O. BOX 190      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575930,,"95976","NT - PERSONAL TRUST - KINGSTON, ONTARIO           ",KINGSTON          ,,,                                        ,K7L 4W8,ONTARIO           ,"168 WELLINGTON ST., P. O. BOX 546         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
85909008,,"05265",CMFSTIRTASIA - ADJ                                ,LONDON            ,,,                                        ,       ,UNITED STATES     ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196754,,"76877",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,                  ,                                          ,2020-10-07-22.59.18.000000,2023-12-07-21.15.31.000000
17575430,,"24505","PLAZA PACIFICA, PANAMA                            ",PANAMA CITY       ,,,                                        ,       ,PANAMA            ,PUNTA PACIFICA                            ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575799,,"64493","KIFISSIA, ATHENS, GREECE - PRIOR TO 2002          ",******************,,,                                        ,       ,GREECE            ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576504,Transit        ,"31542","QUEEN & PAPE, TORONTO, ONT.                       ",TORONTO           ,,,                                        ,M4M 1K4,ONTARIO           ,"1046 QUEEN STREET E.                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196647,,"75374",GTS ARCHITECTURE BOGOTA                           ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,                                          ,2019-11-07-00.29.09.000000,2023-12-07-21.15.31.000000
17576674,Transit        ,"30262","CHELMSFORD, ONT.                                  ",CHELMSFORD        ,,,                                        ,P0M 1L0,ONTARIO           ,"3454 ERRINGTON STREET #1                  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576708,Transit        ,"10298","WYNYARD, SASK.                                    ",WYNYARD           ,,,                                        ,S0A 4T0,SASKATCHEWAN      ,"229 BOSWORTH STREET                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575562,,"13656",MT TRAINING AND DEVELOPMENT                       ,MONTREAL          ,,,                                        ,H3A 3K9,QUEBEC            ,"1800 MCGILL COLLEGE AVE 4TH FLOOR         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580826,,"98392",Quality Assurance                                 ,SCARBOROUGH       ,,,                                        ,M1K 5L1,ONTARIO           ,"888 BIRCHMOUNT ROAD, 1ST. FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577448,,"45245",NY CAP.MKTS.P/FOLIO-ADJS.                         ,******************,,,                                        ,       ,******************,GENERAL OFFICE-15TH. FLOOR                ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576090,,"25338",OPERATIONAL RISK MANAGEMENT                       ,TORONTO           ,,,                                        ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET EAST, 4TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580002,,"27698",COMMERCIAL CUSTOMER EXPERIENCE                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 16TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
76409020,,"85803",NEWFOUNDLAND SOUTHEAST DVP EXP                    ,HALIFAX           ,,,                                        ,B3J 3B7,NEWFOUNDLAND      ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580138,,"08672",TECHNOLOGY FINANCE                                ,SCARBOROUGH       ,,,                                        ,M1L 4S2,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576791,Transit        ,"00323",INGONISH BEACH                                    ,INGONISH BEACH    ,,,                                        ,B0C 1L0,NOVA SCOTIA       ,"37787 CABOT TRAIL                         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
65745059,,"98848",PROJECT MANAGEMENT OFFICE                         ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577959,,"83055","SWITCH ADMINISTRATION BRANCH, JAMAICA             ",KINGSTON          ,,,                                        ,       ,JAMAICA           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575545,Transit        ,"12252","KENNEDY RD. & ELLESMERE, SCARBOROUGH, ONT.        ",SCARBOROUGH       ,,,                                        ,M1P 2L9,ONTARIO           ,"1877 KENNEDY ROAD                         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578353,Transit        ,"63578",MERCHANT SUPPORT SERVICES                         ,SCARBOROUGH       ,,,                                        ,M1K 5L1,ONTARIO           ,"888 BIRCHMOUNT ROAD, 7TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577148,Transit        ,"63172","LINDSAY, ONTARIO                                  ",LINDSAY           ,,,                                        ,K9V 4S2,ONTARIO           ,"165 KENT STREET WEST, P O BOX 270         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68289014,Transit        ,"63289",CALGARY CENTRALIZED CURRENCY UNIT                 ,TORONTO           ,,,                                        ,M3C 0N5,ONTARIO           ,"90 WYNFORD DRIVE, 5TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576382,,"97956",MAPLE WESTERN CANADA                              ,TORONTO           ,,,                                        ,M5K 1K7,ONTARIO           ,"79 WELLINGTON ST. W. SUITE 3500 PO BOX 349",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578214,Transit        ,"15396","COMMISSIONERS COURT PLAZA, LONDON, ON             ",LONDON            ,,,                                        ,N6K 1L5,ONTARIO           ,"580 WONDERLAND ROAD SOUTH                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578410,,"18135",NEW YORK AGENCY - INTERNATIONAL BANKING           ,NEW YORK          ,,,                                        ,       ,U. S. A.          ,"ONE LIBERTY PLAZA, ATTN: ROSS COOMBER     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575874,Transit        ,"71712","WILSON & JANE, TORONTO, ONT.                      ",DOWNSVIEW         ,,,                                        ,M3L 1A3,ONTARIO           ,"1616 WILSON AVENUE                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196702,,"06945",SIDAC-FIXED INCOME DCM                            ,DUBLIN            ,,,                                        ,       ,                  ,                                          ,2020-06-15-16.22.46.000000,2023-12-07-21.15.31.000000
17577674,,"96495",NASSAU CORPORATE BRANCH - NEW YORK                ,NASSAU            ,,,                                        ,       ,BAHAMAS           ,RAWSON SQUARE                             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196700,,"06817","1832 MANAGED ASSETS                               ",TORONTO           ,,,                                        ,M5H 1H1,                  ,                                          ,2020-06-15-16.22.46.000000,2023-12-07-21.15.31.000000
17578055,,"91918",NT INTEGRATION - STAFF SECONDED TO H.O.           ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"EXECUTIVE OFFICE, 44 KING STREET WEST     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578537,,"52993",SFP SALES MANAGER # 4                             ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577816,,"14316",OPERATIONS RETOOLING PROJECT                      ,SCARBOROUGH       ,,,                                        ,       ,ONTARIO           ,"2201 EGLINTON AVENUE EAST                 ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576243,,"71175",SBPR CUPEY BRANCH                                 ,SAN JUAN          ,,,                                        ,"00936  ",PUERTO RICO       ,P.O. BOX 362230                           ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575203,Transit        ,"08342","401 OUELETTE AVE., WINDSOR, ONTARIO               ",WINDSOR           ,,,                                        ,N9A 4J2,ONTARIO           ,"401 OUELLETTE AVENUE                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196788,,"95794",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,ONTARIO           ,                                          ,2021-04-08-00.19.43.000000,2023-12-07-21.15.31.000000
17577220,Transit        ,"66662",BRAMPTON BUSINESS BANKING CENTRE                  ,BRAMPTON          ,,,                                        ,L6V 1C2,ONTARIO           ,"284 QUEEN STREET EAST                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579248,,"44883",SCOTIA WATEROUS LONDON OFFICE                     ,LONDON            ,,,                                        ,EC2A1BB,ENGLAND           ,"33 FINSBURY SQUARE                        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579589,,"68825",OCEAN CLUB PLAZA                                  ,TURKS & CAICOS    ,,,                                        ,       ,B.W.I.            ,GRACE BAY                                 ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577003,Transit        ,"41053",NEW MINAS                                         ,NEW MINAS         ,,,                                        ,B4N 3E6,NOVA SCOTIA       ,"9129 COMMERCIAL STREET                    ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
80791023,,"82867",GWO - SETTLEMENTS AND CLEARING                    ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 23RD FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575792,,"06726",LAURENTIAN BANK OFFSET - NT                       ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,EO & CORP ACCTG. 40 KING STREET W. 10TH FL,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68335001,,"52084",GWO TSC/TRADE PROCESS CTR TOR                     ,TORONTO           ,,,                                        ,M5J 1E5,ONTARIO           ,"61 FRONT STREET WEST, 4TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576269,,"23101",BOTWOOD HOLDINGS TRUST                            ,MONTREAL          ,,,                                        ,H3A 3M3,QUEBEC            ,"1002  SHERBROOKE ST., SUITE 400           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575904,Transit        ,"17426",BOGOTA AML OPS CENTRE-TRANSIT                     ,TORONTO           ,,,                                        ,M5H 3R3,ONTARIO           ,"10 WRIGHT BOUL.                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576139,,"70417",WINNIPEG DATA CENTRE ADMINISTRATION               ,WINNIPEG          ,,,                                        ,R3C 3A4,MANITOBA          ,CANADA BLDG 2ND FLOOR 352 DONALD ST.      ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576975,Transit        ,"70631","ONTARIO ST. & AYLWYN, MONTREAL, QUE               ",MONTREAL          ,,,                                        ,H1W 1R2,QUEBEC            ,"3452 ONTARIO ST EAST                      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575939,,"41509","NT - PERSONAL TRUST - EDMONTON, ALBERTA           ",EDMONTON          ,,,                                        ,T5J 1V8,ALBERTA           ,SCOTIA PLACE/10072 JASPER AVENUE          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
73381018,,"95653",HISTORY TRANSIT - 16816                           ,TORONTO           ,,,                                        ,       ,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75958026,,"63370",RIVER DISTRICT                                    ,VANCOUVER         ,,,                                        ,V5S 0C8,BRITISH COLUMBIA  ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
81068011,,"25627",GBM STRUCTURED NOTES ISSUANCE                     ,TORONTO           ,,,                                        ,M5H 4B6,ONTARIO           ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576735,Transit        ,"40683",CHURCHILL PARK                                    ,ST. JOHN'S        ,,,                                        ,A1B 2X2,NEWFOUNDLAND      ,"37 ROWAN STREET                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577929,,"10678","MT ROYNAT SASKATOON, SASK, DISTRICT OFFICE        ",SASKATOON         ,,,                                        ,S7K 7E6,SASKATCHEWAN      ,"123-2ND AVENUE SOUTH, SUITE 802           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
76798012,,"83824",MONTREAL CMU PLT                                  ,MONTREAL          ,,,                                        ,H3A 3K9,QUEBEC            ,"1922 ST. CATHERINE STREET WEST, 4TH FLOOR ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579621,,"61424","SCOTIA DEALER ADVANTAGE - ANJOU, QUEBEC           ",ANJOU             ,,,                                        ,B3J 3T4,QUEBEC            ,"7400 BOUL. LES GALERIES D'ANJOU, SUITE 430",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580775,,"90985",THE BANK OF NOVA SCOTIA TRUST CO.CARIBBEAN        ,BRIDGETOWN        ,,,                                        ,       ,BARBADOS W.I.     ,P.O. BOX 1003B                            ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576215,,"95695",SCOTIABANK (BELIZE) INTERNATIONAL LTD.            ,BELIZE CITY       ,,,                                        ,       ,BELIZE            ,ALBERT STREET                             ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579296,,"36368","4436270 CANADA INC - BANK INTEGRATION EXP         ",TORONTO           ,,,                                        ,       ,ONTARIO           ,"RETAIL BANKING, 20 ADELAIDE ST. E, 7TH FL ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
74519000,,"02964",FCRM EXECUTIVE OFFICE                             ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"40 KING STREET WEST, 32ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
68628000,,"14167",OPS-INFR APPLICATION SUPPORT                      ,TORONTO           ,,,                                        ,M5H 4A6,ONTARIO           ,"320 BAY STREET, 13TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578975,,"99655",LONDON LPM - ADJUSTMENT                           ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING ST. W.,  4TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579920,,"01605",SCOTIAMOCATTA - DUBAI BACK OFFICE                 ,LONDON            ,,,                                        ,EC2A 1B,UNITED KINGDOM    ,"C/O SCOTIA HOUSE 23, FINSBURY SQUARE      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17577885,,"03806",EDI PROCESSING CENTRE                             ,"DON MILLS,        ",,,                                        ,       ,ONTARIO           ,"4 PRINCE ANDREW PLACE                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
78825002,,"07875",PATRIMONIO DEPSA                                  ,LIMA              ,,,                                        ,       ,UNITED STATES     ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579901,,"07518",SHARED SERVICES PROJECTS                          ,TORONTO           ,,,                                        ,M3C 0N5,ONTARIO           ,"90 WYNFORD DRIVE, 5TH FLOOR               ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579227,Transit        ,"94813",WINNIPEG BSC(MAN & NW ONTARIO) -INVESTMENT        ,TORONTO           ,,,                                        ,M5J 1E5,ONTARIO           ,"61 FRONT STREET WEST, 2ND FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196892,,"93971",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,QUEBEC            ,                                          ,2022-06-07-16.07.48.000000,2023-12-07-21.15.31.000000
91196335,,"07375",RIO SAN JUAN                                      ,RIO SAN JUAN      ,,,                                        ,       ,UNITED STATES     ,                                          ,2018-02-07-22.46.39.000000,2023-12-07-21.15.31.000000
79279020,Transit        ,"64642",RATHBURN AND PONYTRAIL                            ,MISSISSAUGA       ,,,                                        ,L4W 3Z3,ONTARIO           ,"1891 RATHBURN ROAD EAST, UNIT 19B         ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578136,Transit        ,"51920","IRONWOOD PLAZA, RICHMOND, B. C.                   ",RICHMOND          ,,,                                        ,V7A 5J3,BRITISH COLUMBIA  ,"11666 STEVESTON HIGHWAY, UNIT 3020        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
71967023,,"82594",SHARED SERVICES OP                                ,TORONTO           ,,,                                        ,M5C 2T6,ONTARIO           ,"20 ADELAIDE STREET EAST, 7TH FLOOR        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575397,Transit        ,"82669","NT SPRINGHILL VILLAGE, CALGARY                    ",CALGARY           ,,,                                        ,T3B 5K1,ALBERTA           ,"162, 8060 SILVER SPRINGS BLVD NW          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580073,Transit        ,"68346",TAUNTON & WESTNEY                                 ,AJAX              ,,,                                        ,L1T 0K4,ONTARIO           ,"1947 RAVENSCROFT ROAD                     ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196587,,"86637",RESERVED TRANSIT                                  ,TORONTO           ,,,                                        ,       ,ONTARIO           ,                                          ,2019-09-10-07.23.00.000000,2023-12-07-21.15.31.000000
17575170,,"48009",FIRSTAR BANK WISCONSIN                            ,MADISON           ,,,                                        ,       ,WISCONSIN    U S A,"FIRST WISCONSIN PLAZA, P.O. BOX 7900      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
75958039,,"93591",RESERVED TRANSIT                                  ,                  ,,,                                        ,       ,QUEBEC            ,******************************************,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575249,,"39859","U.S.BANK NATIONAL ASSOCIATION, MINNEAPOLIS        ",MINNEAPOLIS       ,,,                                        ,"554 80 ",MINNESOTA  U.S.A. ,P. O. BOX 1652  FIRST BANK PLACE          ,2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580606,,"67892",CB GWM HR                                         ,TORONTO           ,,,                                        ,M5C 2T6,ONTARIO           ,"20 ADELAIDE STREET EAST, 7TH FLOOR        ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578354,,"67835",UK HUMAN RESOURCES                                ,LONDON            ,,,                                        ,EC2M3NS,ENGLAND           ,"201 BISHOPSGATE, 6TH FLOOR                ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17580532,,"59329",U. S. BANK  N A                                   ,MILWAUKEE         ,,,                                        ,"532 02 ",WISCONSIN    U S A,"777 EAST WISCONSIN AVE.,                  ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17579545,Transit        ,"92940","SECHELT, BRITISH COLUMBIA                         ",SECHELT           ,,,                                        ,V0N 3A0,BRITISH COLUMBIA  ,"5710 TEREDO STREET, PO BOX 13             ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17576739,Transit        ,"30460",CREST SHOPPING PLAZA                              ,BURNABY           ,,,                                        ,V3N 2S9,BRITISH COLUMBIA  ,"8691 10TH AVENUE                          ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575811,Transit        ,"12351","VILLE MONT-ROYAL, MONTREAL, QUEBEC                ",TOWN MT. ROYAL    ,,,                                        ,H3P 2J5,QUEBEC            ,"1335, CHEMIN CANORA                       ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575499,,"52746",DOMESTIC E. O. DEPT.                              ,TORONTO           ,,,                                        ,M5H 1H1,ONTARIO           ,"EXECUTIVE OFFICE,44 KING STREET WEST      ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17575581,,"62018",MT TORONTO REGIONAL ACCOUNTING                    ,TORONTO           ,,,                                        ,M5C 2W5,ONTARIO           ,"1 QUEEN STREET WEST, 5TH FLOOR            ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196442,,"76497",NYA ECI US TAX                                    ,TORONTO           ,,,                                        ,M5H4B6 ,                  ,                                          ,2018-11-06-16.50.16.000000,2023-12-07-21.15.31.000000
17577204,Transit        ,"21410",HATLEY PARK SHOPPING CENTRE                       ,VICTORIA          ,,,                                        ,V9B 1X1,BRITISH COLUMBIA  ,"2230 SOOKE ROAD                           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
17578956,,"65318",DERIVATIVE PRODUCTS INVESTMENTS                   ,TORONTO           ,,,                                        ,M5V 2T3,ONTARIO           ,"720 KING STREET WEST, 4TH FLOOR           ",2017-07-13-11.53.37.000000,2023-12-07-21.15.31.000000
91196226,,"4405 ",BRUNATE I HOLDINGS INC.                           ,BOGOTA            ,,2013-11-30,"3765066                                 ",       ,COLOMBIA          ,CALLE 67 NO. 7-94 PISO 12                 ,2017-07-25-18.14.25.000000,
91195624,,"5285 ",SIECL DOMINICA                                    ,                  ,,2015-01-02,************                            ,       ,DOMINICA          ,                                          ,2017-07-25-18.14.25.000000,
91195716,,"2667 ",GRM RCU - GTA                                     ,TORONTO           ,,2009-11-01,************                            ,M5H 1H1,ONTARIO           ,"44 KING STREET WEST, 11TH FLOOR           ",2017-07-25-18.14.25.000000,
91195128,,"565  ",BNS ASIA GLOBAL EQUITY FINANCE EXPENSES           ,SINGAPORE         ,,2008-04-01,************                            ,"48583  ",SINGAPORE         ,"1 RAFFLES QUAY #20-01 NORTH TOWER         ",2017-07-25-18.14.25.000000,
91195192,,"3251 ",LACHENAIE                                         ,TERREBONNE        ,,2011-02-14,"4505853430                              ",J6V 0A8,QUEBEC            ,"451, RUE DES MIGRATEURS                   ",2017-07-25-18.14.25.000000,
91195744,,"1156 ",ONTARIO NORTH V. P. O. ADJUSTMENT                 ,******************,1997-12-14,,************                            ,       ,******************,******************************************,2017-07-25-18.14.25.000000,
91196165,,"1479 ","WETASKIWIN MALL,WETASKIWIN,ALBERTA                ",WETASKIWIN        ,,1979-05-16,"7803529261                              ",T9A 2V6,ALBERTA           ,"107, 3725 56 STREET                       ",2017-07-25-18.14.25.000000,
17580298,,"30734",BASE GAGETOWN CREDIT UNION - OROMOCTO N.B.        ,******************,,,,       ,******************,******************************************,2017-07-13-11.53.37.000000,2017-07-13-11.53.37.000000
91195341,,"4895 ",FIRST SOUTHERN BANK OF IRELAND                    ,CORK              ,,,************                            ,       ,IRELAND           ,******************************************,2017-07-25-18.14.25.000000,
91195617,,"4625 ",SCOTIA SECURITIES ASIA LTD.                       ,GRAND CAYMAN      ,,2013-10-01,"8099497666                              ",KY11106,CAYMAN ISLANDS    ,"SCOTIATRUST, 6 CARDINALL AVE., 3RD FLOOR  ",2017-07-25-18.14.25.000000,
