"CCAR_BASEL_PRD_TP_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","PRD_SHT_NM","EXPSR_SUB_TP_CD","BASEL_1_ASST_TP_CD","REGULATORY_PRD_TP_CD","PD_BAND_CD","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
GUAR_B_BNS_03_01_09,"201604","999912",GUARBBNS030109                          ,Residential Mortgage Exposures                    ,GC                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_05_01_09,"201604","999912",GENWBTNG050109                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_06_01_07,"201604","999912",GENWBTNG060107                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_06_01_08,"201604","999912",GENWBTNG060108                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_06_01_10,"201604","999912",GENWBTNG060110                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_07_01_09,"201604","999912",GENWBTNG070109                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_08_01_09,"201604","999912",GENWBTNG080109                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_99_01_09,"201604","999912",GENWBTNG990109                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_TNG_99_01_10,"201604","999912",GENWBTNG990110                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_05_01_11,"201604","999912",GENWBBNS050111                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_04_01_06,"201604","999912",DTLSTEP040106                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_05_01_05,"201604","999912",DTLSTEP050105                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_05_01_07,"201604","999912",DTLSTEP050107                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_05_01_08,"201604","999912",DTLSTEP050108                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_OTHER_03_01_04,"201604","999912",ITLOTHER030104                          ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_OTHER_04_01_05,"201604","999912",ITLOTHER040105                          ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_07_01_05,"201604","999912",DTLSTEP070105                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_07_01_07,"201604","999912",DTLSTEP070107                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_07_01_08,"201604","999912",DTLSTEP070108                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_99_01_05,"201604","999912",DTLSTEP990105                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_99_01_07,"201604","999912",DTLSTEP990107                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
DTL_STEP_99_01_08,"201604","999912",DTLSTEP990108                           ,Residential Mortgage Exposures                    ,Real Estate Secured                               ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_05_01_10,"201604","999912",GENWBBNS050110                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_06_01_11,"201604","999912",GENWBBNS060111                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_06_01_12,"201604","999912",GENWBBNS060112                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
ITL_RV_05_01_08,"201604","999912",ITLRV050108                             ,Other Retail Exposures                            ,Other Retail                                      ,Commitments                                       ,RETAIL-OTH,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_06_01_13,"201604","999912",GENWBBNS060113                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_07_01_09,"201604","999912",GENWBBNS070109                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_B_BNS_07_01_10,"201604","999912",GENWBBNS070110                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
GENW_I_BNS_07_01_06,"201604","999912",GENWIBNS070106                          ,Residential Mortgage Exposures                    ,GE                                                ,Commitments                                       ,RETAIL-RES,Y,2022-09-27-13.05.19.000000,2022-09-27-13.05.19.000000
